City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
591,Belokurikha,51.9959,84.9896,20.61,85,100,5.03,RU,2021-12-05 02:57:31
592,Srednekolymsk,67.45,153.6833,-44.86,100,58,1.95,RU,2021-12-05 02:57:31
593,Atambua,-9.1061,124.8925,83.64,67,98,3.47,ID,2021-12-05 02:57:32
594,Mount Pleasant,32.7941,-79.8626,60.78,94,1,4.0,US,2021-12-05 02:57:20
595,Linhares,-19.3911,-40.0722,68.77,91,13,3.58,BR,2021-12-05 02:57:32
596,Binzhou,37.3667,118.0167,49.89,44,0,5.28,CN,2021-12-05 02:58:33
597,Valparaiso,-33.0393,-71.6273,60.44,82,0,6.91,CL,2021-12-05 02:58:33
598,Volnovakha,47.601,37.4967,32.94,99,100,12.97,UA,2021-12-05 02:58:33
599,Meulaboh,4.1363,96.1285,82.76,72,37,2.46,ID,2021-12-05 02:58:34
600,Santa Isabel,-23.3156,-46.2214,71.4,93,81,3.02,BR,2021-12-05 02:58:34
601,Tazovskiy,67.4667,78.7,-30.96,100,64,4.79,RU,2021-12-05 02:58:34
602,Kabalo,-6.05,26.9167,68.38,97,53,2.1,CD,2021-12-05 02:58:35
603,Kathmandu,27.7167,85.3167,57.42,88,20,0.0,NP,2021-12-05 02:55:27
604,Gorontalo,0.5412,123.0595,84.65,72,100,6.15,ID,2021-12-05 02:58:35
605,Sacile,45.9541,12.5029,42.84,86,100,1.01,IT,2021-12-05 02:58:35
606,Touros,-5.1989,-35.4608,79.7,81,16,13.06,BR,2021-12-05 02:58:36
607,Kirando,-7.4167,30.6,74.41,59,47,5.59,TZ,2021-12-05 02:58:36
608,Sailana,23.4667,74.9167,66.11,54,1,9.33,IN,2021-12-05 02:58:36
609,Vrbas,45.5714,19.6408,39.2,83,100,5.17,RS,2021-12-05 02:58:37
610,Hobyo,5.3505,48.5268,77.74,76,44,16.71,SO,2021-12-05 02:58:37
611,Carberry,49.8689,-99.3602,21.65,88,100,6.38,CA,2021-12-05 02:58:37
612,Cerignola,41.264,15.9005,57.02,78,59,7.43,IT,2021-12-05 02:58:37
613,Saint-Francois,46.4154,3.9054,39.67,85,90,4.61,FR,2021-12-05 02:58:38
614,Bima,-8.4667,118.7167,77.97,92,100,1.25,ID,2021-12-05 02:58:38
615,Broken Hill,-31.95,141.4333,74.91,29,89,10.36,AU,2021-12-05 02:58:38
616,At-Bashi,41.1702,75.8106,20.1,62,100,2.13,KG,2021-12-05 02:58:39
617,Capinzal,-27.3436,-51.6119,68.09,76,75,4.38,BR,2021-12-05 02:58:39
618,Kuchinarai,16.541,104.05,74.71,41,14,12.21,TH,2021-12-05 02:58:39
619,Ukiah,39.1502,-123.2078,55.04,86,1,0.0,US,2021-12-05 02:55:12
620,Auki,-8.7676,160.7034,83.52,77,100,4.36,SB,2021-12-05 02:58:40
621,Tambura,5.6,27.4667,73.22,53,74,1.79,SS,2021-12-05 02:58:40
622,Calbuco,-41.768,-73.1273,51.01,78,0,18.92,CL,2021-12-05 02:58:40
623,Mandera,3.9366,41.867,76.78,68,16,10.71,KE,2021-12-05 02:58:41
624,Kybartai,54.6386,22.7632,28.8,95,85,3.74,LT,2021-12-05 02:58:41
625,Tocopilla,-22.092,-70.1979,66.63,71,21,2.13,CL,2021-12-05 02:58:41
626,Ginda,30.6945,78.4932,53.4,31,58,3.27,IN,2021-12-05 02:58:42
627,Mount Isa,-20.7333,139.5,101.97,15,2,12.66,AU,2021-12-05 02:58:42
628,Talgar,43.3027,77.2395,24.96,93,20,4.47,KZ,2021-12-05 02:58:43
629,Lokosovo,61.1333,74.8167,6.89,95,100,12.15,RU,2021-12-05 02:58:43
630,San Ramon De La Nueva Oran,-23.1322,-64.326,76.37,91,100,2.53,AR,2021-12-05 02:58:43
631,Kailua,21.4022,-157.7394,71.74,70,100,16.67,US,2021-12-05 02:58:44
632,Mont-De-Marsan,44.0,-0.6667,51.1,91,75,10.36,FR,2021-12-05 02:58:44
633,Espanola,35.9911,-106.0806,53.58,45,0,1.86,US,2021-12-05 02:54:26
634,Khandyga,62.6667,135.6,-11.07,96,100,2.1,RU,2021-12-05 02:58:44
635,Hay River,60.8156,-115.7999,-23.82,69,1,5.75,CA,2021-12-05 02:58:45
636,Genoa,44.4129,8.9573,49.33,73,100,1.99,IT,2021-12-05 02:58:45
637,Rio Grande,-32.035,-52.0986,67.95,81,30,12.39,BR,2021-12-05 02:58:45
638,Maniitsoq,65.4167,-52.9,36.79,68,100,30.42,GL,2021-12-05 02:58:46
639,Celestun,20.8667,-90.4,74.34,74,5,13.96,MX,2021-12-05 02:58:46
640,Kropotkin,45.4375,40.5756,49.14,79,100,13.89,RU,2021-12-05 02:58:46
641,Sangar,63.9242,127.4739,-12.15,96,100,12.41,RU,2021-12-05 02:58:47
642,Kyra,49.5776,111.9753,23.61,72,21,7.07,RU,2021-12-05 02:58:47
643,Oum Hadjer,13.2954,19.6966,74.03,17,35,9.82,TD,2021-12-05 02:58:47
644,Wageningen,51.9667,5.6667,39.85,90,90,10.36,NL,2021-12-05 02:58:48
645,Abu Dhabi,24.4667,54.3667,72.97,70,20,4.61,AE,2021-12-05 02:59:48
646,Kjollefjord,70.9457,27.3465,20.21,81,65,21.61,NO,2021-12-05 02:59:48
647,Garden City,42.3256,-83.331,37.42,53,87,1.01,US,2021-12-05 02:56:33
648,Baruun-Urt,46.6806,113.2792,27.64,48,7,7.99,MN,2021-12-05 02:59:49
649,Taltal,-25.4,-70.4833,63.37,74,27,0.98,CL,2021-12-05 02:59:49
650,Tura,25.5198,90.2201,72.73,62,95,1.99,IN,2021-12-05 02:59:49
651,Kirakira,-10.4544,161.9205,85.96,70,78,1.21,SB,2021-12-05 02:59:50
652,Abu Kamal,34.4506,40.9171,54.61,36,100,9.62,SY,2021-12-05 02:59:50
653,Lakselv,70.0513,24.9718,10.22,72,23,16.11,NO,2021-12-05 02:59:50
654,Qasigiannguit,68.8193,-51.1922,37.31,43,100,31.45,GL,2021-12-05 02:59:51
655,Kununurra,-15.7667,128.7333,102.18,35,100,12.66,AU,2021-12-05 02:56:05
656,Fort Nelson,58.8053,-122.7002,-18.81,76,20,0.0,CA,2021-12-05 02:59:51
657,Marzuq,14.4,46.4667,55.76,38,0,0.94,YE,2021-12-05 02:59:52
658,Nevelsk,46.6733,141.8633,23.43,67,99,19.86,RU,2021-12-05 02:59:52
659,Baghmara,23.795,86.2085,69.04,69,89,3.51,IN,2021-12-05 02:59:52
660,Champerico,14.3,-91.9167,81.03,72,4,4.18,GT,2021-12-05 02:59:53
661,Arman,59.7,150.1667,-7.76,95,55,4.72,RU,2021-12-05 02:59:53
662,Hamina,60.5697,27.1979,4.28,90,75,13.29,FI,2021-12-05 02:59:53
663,Suoyarvi,62.0833,32.35,-3.41,95,12,5.99,RU,2021-12-05 02:59:54
664,Nkhotakota,-12.9274,34.2961,77.9,60,4,13.31,MW,2021-12-05 02:59:54
665,Redwater,33.3582,-94.2544,67.17,88,17,4.76,US,2021-12-05 02:59:54
666,Trogir,43.5125,16.2517,54.9,76,90,17.27,HR,2021-12-05 02:59:55
667,Toamasina,-18.1667,49.3833,71.6,94,20,2.3,MG,2021-12-05 02:59:55
668,Neiafu,-18.65,-173.9833,84.88,74,75,8.05,TO,2021-12-05 02:59:55
669,Emerald,-23.5333,148.1667,87.94,58,40,4.61,AU,2021-12-05 02:59:56
670,Antofagasta,-23.65,-70.4,61.88,74,37,2.59,CL,2021-12-05 02:56:03
671,Snezhnogorsk,69.1933,33.2531,-0.02,98,57,7.94,RU,2021-12-05 02:59:56
672,Olinda,-8.0089,-34.8553,76.73,88,75,6.91,BR,2021-12-05 02:59:57
673,Mareeba,-17.0,145.4333,91.44,35,12,9.71,AU,2021-12-05 02:59:57
674,Abnub,27.2696,31.1511,53.82,32,89,9.75,EG,2021-12-05 02:59:57
675,Lubao,14.9167,120.55,84.22,56,26,14.23,PH,2021-12-05 02:59:58
676,New Glasgow,45.5834,-62.6486,25.79,63,3,5.14,CA,2021-12-05 02:59:58
677,Wexford,52.3342,-6.4575,41.56,76,1,22.46,IE,2021-12-05 02:59:58
678,Pedernales,18.0384,-71.744,78.53,69,14,3.78,DO,2021-12-05 02:59:59
679,Naifaru,5.4444,73.3657,82.49,74,64,8.88,MV,2021-12-05 02:59:59
680,Axim,4.8699,-2.2405,78.49,85,100,4.27,GH,2021-12-05 02:59:59
681,Pozo Colorado,-23.4923,-58.7972,85.93,28,100,7.65,PY,2021-12-05 03:00:00
682,Berbera,10.4396,45.0143,75.61,67,35,5.59,SO,2021-12-05 03:00:00
683,Yanzhou,35.5528,116.8286,50.94,39,1,8.46,CN,2021-12-05 03:00:00
684,Taldan,53.6667,124.8,7.25,80,100,4.07,RU,2021-12-05 03:00:01
685,Mbeya,-8.9,33.45,57.9,81,20,6.08,TZ,2021-12-05 03:00:02
686,Shamary,57.3434,58.2199,28.0,94,100,7.76,RU,2021-12-05 03:00:03
687,San Miguel,13.4833,-88.1833,76.37,74,17,2.77,SV,2021-12-05 03:00:03
688,Darnah,32.767,22.6367,62.33,69,84,30.89,LY,2021-12-05 03:00:05
689,Lhokseumawe,5.1801,97.1507,81.61,74,38,2.04,ID,2021-12-05 03:01:05
690,Akdepe,42.0551,59.3788,21.2,76,100,3.29,TM,2021-12-05 03:01:06
691,Port-Gentil,-0.7193,8.7815,79.56,85,100,8.16,GA,2021-12-05 03:01:06
692,Wanaka,-44.7,169.15,68.11,49,38,10.0,NZ,2021-12-05 03:00:26
693,Asyut,27.181,31.1837,60.4,31,87,10.71,EG,2021-12-05 03:01:07
694,Hualmay,-11.0964,-77.6139,66.49,86,100,7.45,PE,2021-12-05 03:01:07
695,Mikhaylovka,50.06,43.2379,31.78,96,100,9.35,RU,2021-12-05 03:01:07
696,Monrovia,6.3005,-10.7969,79.27,82,21,6.04,LR,2021-12-05 03:00:12
697,Seoul,37.5683,126.9778,43.21,41,0,3.44,KR,2021-12-05 02:57:09
698,Vostok,46.4856,135.8833,13.46,72,77,5.12,RU,2021-12-05 03:01:08
699,Sibu,2.3,111.8167,84.0,75,94,2.77,MY,2021-12-05 03:01:09
700,Temnikov,54.6302,43.2148,26.67,79,42,6.35,RU,2021-12-05 03:01:09
701,Mamou,10.5,-12.0,69.33,31,39,3.13,GN,2021-12-05 03:01:09
702,Karpogory,64.0019,44.4451,0.57,80,55,8.59,RU,2021-12-05 03:01:10
703,Edgewater,28.9889,-80.9023,62.1,100,75,0.0,US,2021-12-05 03:01:10
704,Zyryanskoye,56.8306,86.6258,21.79,92,100,12.59,RU,2021-12-05 03:01:11
705,Merauke,-8.4667,140.3333,88.56,61,95,8.23,ID,2021-12-05 03:01:11
706,Bereda,43.2686,-7.5406,47.41,100,93,5.59,ES,2021-12-05 03:01:11
707,Machico,32.7,-16.7667,65.48,74,75,16.11,PT,2021-12-05 03:01:11
708,Bulaevo,54.9056,70.4439,31.69,90,98,15.93,KZ,2021-12-05 03:01:12
709,Labuan,5.2767,115.2417,84.36,78,48,7.43,MY,2021-12-05 03:01:12
710,Mokhotlong,-29.2894,29.0675,54.19,76,100,2.15,LS,2021-12-05 03:01:12
